Student_ID,Date,Message_Type,Month
S05027,2024-11-29,Automated Reminder,2024-11
S01782,2024-11-22,Parent to Teacher,2024-11
S02468,2024-12-22,Teacher to Parent,2024-12
S07073,2024-11-18,Parent to Teacher,2024-11
S02741,2024-12-23,Automated Reminder,2024-12
S04493,2025-02-14,Automated Reminder,2025-02
S01534,2024-10-04,Parent to Teacher,2024-10
S00368,2024-10-12,Teacher to Parent,2024-10
S04823,2024-10-04,Automated Reminder,2024-10
S11276,2025-03-04,Parent to Teacher,2025-03
S01169,2024-09-17,Teacher to Parent,2024-09
S11134,2024-12-26,Parent to Teacher,2024-12
S07931,2025-01-30,Parent to Teacher,2025-01
S06762,2025-01-22,Automated Reminder,2025-01
S10580,2025-02-21,Automated Reminder,2025-02
S10190,2024-09-22,Parent to Teacher,2024-09
S02045,2024-12-30,Automated Reminder,2024-12
S11876,2025-01-18,Automated Reminder,2025-01
S09791,2024-10-28,Teacher to Parent,2024-10
S02422,2024-12-29,Teacher to Parent,2024-12
S11610,2024-09-18,Automated Reminder,2024-09
S05341,2024-10-04,Parent to Teacher,2024-10
S09162,2024-09-25,Automated Reminder,2024-09
S04140,2025-02-15,Teacher to Parent,2025-02
S03207,2024-12-19,Parent to Teacher,2024-12
S11201,2024-09-12,Parent to Teacher,2024-09
S10261,2025-01-28,Automated Reminder,2025-01
S00780,2025-01-30,Parent to Teacher,2025-01
S10810,2024-10-25,Teacher to Parent,2024-10
S08825,2025-01-26,Teacher to Parent,2025-01
S02167,2024-10-21,Automated Reminder,2024-10
S08598,2025-01-17,Automated Reminder,2025-01
S06148,2024-09-22,Teacher to Parent,2024-09
S01280,2025-02-18,Teacher to Parent,2025-02
S10061,2024-10-16,Teacher to Parent,2024-10
S08800,2024-12-10,Parent to Teacher,2024-12
S02873,2024-12-03,Teacher to Parent,2024-12
S04903,2025-02-20,Teacher to Parent,2025-02
S03258,2025-03-06,Parent to Teacher,2025-03
S00302,2024-11-19,Automated Reminder,2024-11
S04533,2024-12-08,Teacher to Parent,2024-12
S02733,2024-11-02,Parent to Teacher,2024-11
S05449,2024-09-16,Automated Reminder,2024-09
S03763,2024-10-08,Teacher to Parent,2024-10
S02375,2025-02-22,Teacher to Parent,2025-02
S10959,2024-09-30,Teacher to Parent,2024-09
S01939,2024-11-04,Parent to Teacher,2024-11
S00722,2024-12-28,Parent to Teacher,2024-12
S11134,2025-02-19,Automated Reminder,2025-02
S03903,2025-01-09,Parent to Teacher,2025-01
S00853,2025-01-28,Automated Reminder,2025-01
S10991,2025-01-16,Teacher to Parent,2025-01
S07490,2025-02-12,Automated Reminder,2025-02
S00616,2024-09-30,Teacher to Parent,2024-09
S05863,2024-09-23,Teacher to Parent,2024-09
S04403,2024-11-25,Teacher to Parent,2024-11
S11011,2024-12-03,Automated Reminder,2024-12
S11930,2025-03-06,Automated Reminder,2025-03
S04960,2024-10-09,Parent to Teacher,2024-10
S05710,2024-11-01,Teacher to Parent,2024-11
S02571,2025-02-17,Teacher to Parent,2025-02
S00816,2024-11-22,Parent to Teacher,2024-11
S11610,2024-10-06,Automated Reminder,2024-10
S01439,2025-01-31,Automated Reminder,2025-01
S08659,2024-11-24,Teacher to Parent,2024-11
S05280,2025-02-23,Automated Reminder,2025-02
S07535,2024-12-28,Automated Reminder,2024-12
S04287,2024-12-13,Parent to Teacher,2024-12
S08764,2025-02-24,Teacher to Parent,2025-02
S04823,2024-09-15,Automated Reminder,2024-09
S03229,2024-11-23,Teacher to Parent,2024-11
S02463,2024-11-09,Teacher to Parent,2024-11
S03627,2024-11-26,Teacher to Parent,2024-11
S08081,2024-12-04,Parent to Teacher,2024-12
S04520,2024-10-19,Teacher to Parent,2024-10
S08099,2025-02-20,Automated Reminder,2025-02
S00958,2024-12-14,Teacher to Parent,2024-12
S10172,2025-02-18,Teacher to Parent,2025-02
S10163,2024-10-09,Parent to Teacher,2024-10
S03129,2024-11-20,Parent to Teacher,2024-11
S09155,2025-01-27,Automated Reminder,2025-01
S00643,2024-12-21,Automated Reminder,2024-12
S11182,2024-09-25,Teacher to Parent,2024-09
S11029,2024-12-05,Parent to Teacher,2024-12
S02219,2025-01-06,Automated Reminder,2025-01
S11064,2024-11-01,Automated Reminder,2024-11
S10659,2025-01-11,Teacher to Parent,2025-01
S04554,2024-12-05,Parent to Teacher,2024-12
S11577,2025-02-28,Teacher to Parent,2025-02
S04166,2024-12-17,Automated Reminder,2024-12
S04087,2024-12-19,Teacher to Parent,2024-12
S03266,2024-11-26,Teacher to Parent,2024-11
S11533,2024-12-29,Teacher to Parent,2024-12
S02906,2024-10-12,Automated Reminder,2024-10
S06674,2024-10-28,Parent to Teacher,2024-10
S00046,2025-02-14,Teacher to Parent,2025-02
S01090,2024-09-19,Teacher to Parent,2024-09
S00904,2024-09-16,Automated Reminder,2024-09
S02107,2024-10-27,Parent to Teacher,2024-10
S07713,2025-01-16,Automated Reminder,2025-01
S04120,2024-10-28,Teacher to Parent,2024-10
S11608,2025-01-14,Teacher to Parent,2025-01
S05883,2025-01-28,Automated Reminder,2025-01
S07022,2025-01-16,Teacher to Parent,2025-01
S03837,2024-10-11,Teacher to Parent,2024-10
S09347,2024-12-11,Teacher to Parent,2024-12
S06444,2025-03-02,Parent to Teacher,2025-03
S10254,2025-01-09,Parent to Teacher,2025-01
S00405,2024-10-08,Teacher to Parent,2024-10
S03674,2024-11-17,Parent to Teacher,2024-11
S01001,2024-11-14,Automated Reminder,2024-11
S00601,2024-12-26,Teacher to Parent,2024-12
S11660,2024-09-30,Automated Reminder,2024-09
S07445,2025-03-06,Teacher to Parent,2025-03
S02648,2024-11-21,Automated Reminder,2024-11
S05022,2024-11-20,Automated Reminder,2024-11
S02279,2024-12-10,Teacher to Parent,2024-12
S01265,2024-10-05,Automated Reminder,2024-10
S03899,2024-12-24,Teacher to Parent,2024-12
S04964,2024-11-11,Parent to Teacher,2024-11
S00255,2025-01-14,Automated Reminder,2025-01
S05583,2024-12-30,Automated Reminder,2024-12
S06941,2024-10-11,Automated Reminder,2024-10
S05618,2024-12-18,Parent to Teacher,2024-12
S10990,2025-01-23,Teacher to Parent,2025-01
S09671,2024-10-09,Parent to Teacher,2024-10
S06531,2025-02-23,Parent to Teacher,2025-02
S02639,2024-10-21,Teacher to Parent,2024-10
S04733,2025-01-01,Teacher to Parent,2025-01
S10455,2024-10-20,Parent to Teacher,2024-10
S00472,2025-01-13,Teacher to Parent,2025-01
S01098,2025-01-07,Teacher to Parent,2025-01
S02673,2024-09-25,Automated Reminder,2024-09
S04596,2024-11-13,Teacher to Parent,2024-11
S02773,2024-10-03,Teacher to Parent,2024-10
S10860,2024-12-28,Automated Reminder,2024-12
S06108,2024-12-03,Teacher to Parent,2024-12
S09367,2024-10-13,Automated Reminder,2024-10
S00735,2024-11-21,Teacher to Parent,2024-11
S10235,2025-01-02,Teacher to Parent,2025-01
S06841,2024-11-22,Teacher to Parent,2024-11
S11320,2024-10-07,Teacher to Parent,2024-10
S07766,2024-10-20,Parent to Teacher,2024-10
S06973,2024-09-19,Teacher to Parent,2024-09
S11600,2024-10-29,Parent to Teacher,2024-10
S10749,2025-01-27,Teacher to Parent,2025-01
S04955,2025-01-13,Parent to Teacher,2025-01
S06994,2025-03-08,Teacher to Parent,2025-03
S10999,2025-02-08,Teacher to Parent,2025-02
S05358,2024-10-18,Teacher to Parent,2024-10
S04555,2025-01-23,Teacher to Parent,2025-01
S05452,2024-12-23,Teacher to Parent,2024-12
S03134,2025-01-31,Teacher to Parent,2025-01
S10621,2025-02-10,Automated Reminder,2025-02
S12118,2024-11-28,Teacher to Parent,2024-11
S04520,2024-10-31,Automated Reminder,2024-10
S10277,2024-10-04,Automated Reminder,2024-10
S02746,2024-11-13,Automated Reminder,2024-11
S07014,2024-12-16,Parent to Teacher,2024-12
S08136,2024-12-26,Parent to Teacher,2024-12
S11333,2024-12-06,Automated Reminder,2024-12
S11986,2024-12-20,Teacher to Parent,2024-12
S00885,2025-02-28,Parent to Teacher,2025-02
S05344,2025-02-06,Automated Reminder,2025-02
S11991,2024-10-22,Parent to Teacher,2024-10
S08652,2025-03-02,Teacher to Parent,2025-03
S02232,2024-09-13,Parent to Teacher,2024-09
S01207,2025-02-18,Parent to Teacher,2025-02
S03117,2025-02-12,Teacher to Parent,2025-02
S06144,2025-01-28,Automated Reminder,2025-01
S10782,2024-09-16,Teacher to Parent,2024-09
S10389,2024-12-04,Automated Reminder,2024-12
S03595,2024-11-05,Teacher to Parent,2024-11
S03337,2024-12-25,Automated Reminder,2024-12
S06820,2024-11-16,Automated Reminder,2024-11
S01232,2024-12-04,Parent to Teacher,2024-12
S00772,2024-11-23,Parent to Teacher,2024-11
S07646,2024-12-22,Automated Reminder,2024-12
S10982,2024-10-19,Parent to Teacher,2024-10
S10511,2025-01-10,Automated Reminder,2025-01
S08839,2024-12-02,Teacher to Parent,2024-12
S11549,2024-09-30,Teacher to Parent,2024-09
S04499,2025-01-29,Teacher to Parent,2025-01
S10319,2024-11-10,Automated Reminder,2024-11
S00772,2024-11-23,Parent to Teacher,2024-11
S00790,2024-10-23,Automated Reminder,2024-10
S02556,2024-11-26,Parent to Teacher,2024-11
S04106,2024-09-28,Teacher to Parent,2024-09
S10497,2025-01-19,Teacher to Parent,2025-01
S05430,2024-10-25,Automated Reminder,2024-10
S09196,2025-01-22,Automated Reminder,2025-01
S07131,2025-03-08,Teacher to Parent,2025-03
S04602,2024-10-22,Parent to Teacher,2024-10
S11330,2024-10-20,Automated Reminder,2024-10
S11656,2025-01-23,Teacher to Parent,2025-01
S06713,2025-01-20,Parent to Teacher,2025-01
S01747,2024-09-30,Automated Reminder,2024-09
S05423,2024-12-09,Automated Reminder,2024-12
S11877,2024-09-27,Teacher to Parent,2024-09
S05607,2024-11-11,Automated Reminder,2024-11
S11187,2024-11-22,Automated Reminder,2024-11
S06427,2025-03-07,Teacher to Parent,2025-03
S03648,2024-10-07,Parent to Teacher,2024-10
S05983,2024-12-08,Automated Reminder,2024-12
S03222,2024-11-18,Automated Reminder,2024-11
S04178,2024-11-16,Automated Reminder,2024-11
S01172,2024-09-26,Teacher to Parent,2024-09
S10491,2024-10-09,Parent to Teacher,2024-10
S01052,2025-01-27,Parent to Teacher,2025-01
S09169,2024-12-07,Teacher to Parent,2024-12
S12108,2024-11-12,Parent to Teacher,2024-11
S07768,2024-12-31,Automated Reminder,2024-12
S11255,2024-12-28,Automated Reminder,2024-12
S01661,2025-03-08,Automated Reminder,2025-03
S10127,2024-11-04,Automated Reminder,2024-11
S03974,2024-12-11,Teacher to Parent,2024-12
S00363,2024-09-11,Automated Reminder,2024-09
S00093,2025-02-16,Parent to Teacher,2025-02
S05172,2024-12-08,Parent to Teacher,2024-12
S04801,2025-02-24,Automated Reminder,2025-02
S05369,2024-11-29,Automated Reminder,2024-11
S01757,2024-12-18,Parent to Teacher,2024-12
S01016,2025-02-10,Parent to Teacher,2025-02
S10687,2025-01-31,Teacher to Parent,2025-01
S00656,2024-11-07,Automated Reminder,2024-11
S10153,2024-12-19,Automated Reminder,2024-12
S06673,2025-03-07,Automated Reminder,2025-03
S02334,2024-11-02,Parent to Teacher,2024-11
S03322,2024-09-29,Parent to Teacher,2024-09
S09480,2025-01-09,Automated Reminder,2025-01
S11942,2024-09-13,Parent to Teacher,2024-09
S02617,2025-01-31,Parent to Teacher,2025-01
S11077,2024-11-09,Parent to Teacher,2024-11
S00333,2025-02-08,Parent to Teacher,2025-02
S08001,2024-11-16,Parent to Teacher,2024-11
S05624,2024-11-11,Parent to Teacher,2024-11
S02259,2024-10-10,Teacher to Parent,2024-10
S02426,2025-02-23,Parent to Teacher,2025-02
S03208,2024-12-06,Parent to Teacher,2024-12
S05146,2024-09-17,Parent to Teacher,2024-09
S04174,2024-10-22,Teacher to Parent,2024-10
S03031,2025-02-04,Parent to Teacher,2025-02
S02825,2025-01-25,Teacher to Parent,2025-01
S05297,2024-11-01,Teacher to Parent,2024-11
S11241,2025-03-09,Teacher to Parent,2025-03
S00055,2025-01-09,Parent to Teacher,2025-01
S08863,2025-03-07,Automated Reminder,2025-03
S02260,2025-01-14,Teacher to Parent,2025-01
S07820,2024-09-08,Parent to Teacher,2024-09
S04522,2025-01-01,Automated Reminder,2025-01
S01458,2024-12-06,Parent to Teacher,2024-12
S10892,2025-01-15,Automated Reminder,2025-01
S06303,2025-01-10,Parent to Teacher,2025-01
S10087,2024-11-08,Parent to Teacher,2024-11
S02409,2024-11-23,Teacher to Parent,2024-11
S03353,2024-09-20,Automated Reminder,2024-09
S11483,2024-09-08,Automated Reminder,2024-09
S09026,2024-12-11,Automated Reminder,2024-12
S11218,2024-09-12,Parent to Teacher,2024-09
S03268,2025-02-10,Teacher to Parent,2025-02
S00672,2024-10-28,Parent to Teacher,2024-10
S06849,2025-01-20,Automated Reminder,2025-01
S10135,2024-10-28,Teacher to Parent,2024-10
S06889,2025-02-10,Automated Reminder,2025-02
S09453,2025-02-13,Automated Reminder,2025-02
S11582,2024-11-18,Teacher to Parent,2024-11
S09029,2025-01-10,Teacher to Parent,2025-01
S01019,2024-10-14,Parent to Teacher,2024-10
S10306,2025-02-19,Parent to Teacher,2025-02
S03088,2024-12-08,Parent to Teacher,2024-12
S08342,2025-02-01,Teacher to Parent,2025-02
S00530,2024-10-03,Teacher to Parent,2024-10
S08638,2024-11-22,Automated Reminder,2024-11
S01208,2024-10-10,Parent to Teacher,2024-10
S05456,2025-02-10,Automated Reminder,2025-02
S07243,2025-02-16,Teacher to Parent,2025-02
S04658,2024-10-18,Automated Reminder,2024-10
S02830,2025-02-21,Parent to Teacher,2025-02
S02506,2024-11-21,Automated Reminder,2024-11
S00324,2025-01-16,Parent to Teacher,2025-01
S06839,2024-09-21,Automated Reminder,2024-09
S05395,2024-10-23,Teacher to Parent,2024-10
S00375,2025-01-15,Parent to Teacher,2025-01
S08506,2024-11-09,Automated Reminder,2024-11
S07974,2024-10-03,Automated Reminder,2024-10
S09440,2024-11-17,Teacher to Parent,2024-11
S09671,2024-12-17,Teacher to Parent,2024-12
S10727,2024-10-11,Teacher to Parent,2024-10
S06179,2024-11-05,Automated Reminder,2024-11
S01671,2024-11-02,Parent to Teacher,2024-11
S03034,2024-11-12,Parent to Teacher,2024-11
S10043,2024-12-24,Automated Reminder,2024-12
S01773,2024-12-26,Teacher to Parent,2024-12
S01492,2024-12-26,Parent to Teacher,2024-12
S11122,2025-02-06,Automated Reminder,2025-02
S07601,2024-12-03,Automated Reminder,2024-12
S07716,2024-09-21,Automated Reminder,2024-09
S05758,2024-11-27,Teacher to Parent,2024-11
S07898,2024-11-14,Automated Reminder,2024-11
S05856,2024-09-24,Parent to Teacher,2024-09
S09276,2025-01-25,Parent to Teacher,2025-01
S10262,2024-10-04,Teacher to Parent,2024-10
S00718,2024-09-20,Teacher to Parent,2024-09
S05995,2025-02-03,Parent to Teacher,2025-02
S06388,2025-01-20,Teacher to Parent,2025-01
S00933,2024-11-01,Parent to Teacher,2024-11
S07875,2024-11-09,Parent to Teacher,2024-11
S10484,2024-12-23,Teacher to Parent,2024-12
S08037,2024-10-11,Parent to Teacher,2024-10
S10130,2024-09-22,Teacher to Parent,2024-09
S11905,2025-02-22,Teacher to Parent,2025-02
S06781,2024-09-12,Teacher to Parent,2024-09
S11438,2024-12-06,Automated Reminder,2024-12
S00971,2024-11-22,Teacher to Parent,2024-11
S09580,2024-09-18,Parent to Teacher,2024-09
S09540,2024-11-18,Parent to Teacher,2024-11
S10127,2025-01-02,Parent to Teacher,2025-01
S07011,2025-01-09,Teacher to Parent,2025-01
S01995,2024-11-22,Parent to Teacher,2024-11
S01333,2024-11-04,Parent to Teacher,2024-11
S08513,2024-11-25,Parent to Teacher,2024-11
S01659,2025-01-22,Teacher to Parent,2025-01
S00955,2024-12-05,Parent to Teacher,2024-12
S03864,2024-09-15,Teacher to Parent,2024-09
S04321,2024-09-11,Teacher to Parent,2024-09
S00985,2025-01-25,Automated Reminder,2025-01
S09850,2024-09-12,Automated Reminder,2024-09
S02341,2024-10-13,Teacher to Parent,2024-10
S05591,2024-09-11,Teacher to Parent,2024-09
S07310,2025-01-04,Parent to Teacher,2025-01
S05221,2024-12-05,Teacher to Parent,2024-12
S01094,2025-01-29,Automated Reminder,2025-01
S06388,2025-02-06,Automated Reminder,2025-02
S02240,2024-09-28,Parent to Teacher,2024-09
S03608,2025-02-14,Parent to Teacher,2025-02
S05569,2025-02-17,Teacher to Parent,2025-02
S10364,2025-01-01,Teacher to Parent,2025-01
S11191,2024-09-20,Automated Reminder,2024-09
S01191,2024-10-07,Parent to Teacher,2024-10
S05282,2024-12-14,Teacher to Parent,2024-12
S08384,2025-01-21,Parent to Teacher,2025-01
S10655,2024-11-23,Teacher to Parent,2024-11
S05964,2024-11-11,Parent to Teacher,2024-11
S03088,2024-10-21,Parent to Teacher,2024-10
S08973,2024-11-05,Teacher to Parent,2024-11
S04555,2024-10-17,Parent to Teacher,2024-10
S09110,2024-09-30,Automated Reminder,2024-09
S11770,2025-02-02,Automated Reminder,2025-02
S09932,2025-02-02,Teacher to Parent,2025-02
S11117,2025-02-12,Automated Reminder,2025-02
S06685,2025-01-18,Teacher to Parent,2025-01
S08197,2024-11-24,Teacher to Parent,2024-11
S08078,2024-10-07,Teacher to Parent,2024-10
S06188,2025-03-01,Parent to Teacher,2025-03
S09191,2024-12-14,Automated Reminder,2024-12
S05301,2024-11-14,Teacher to Parent,2024-11
S04460,2024-09-30,Parent to Teacher,2024-09
S04181,2025-01-27,Parent to Teacher,2025-01
S10679,2024-10-06,Parent to Teacher,2024-10
S04952,2024-11-12,Automated Reminder,2024-11
S07314,2024-12-14,Teacher to Parent,2024-12
S09842,2024-11-17,Automated Reminder,2024-11
S02441,2025-01-29,Automated Reminder,2025-01
S09245,2025-01-25,Teacher to Parent,2025-01
S06703,2024-09-15,Parent to Teacher,2024-09
S11316,2024-12-01,Teacher to Parent,2024-12
S03935,2024-11-01,Automated Reminder,2024-11
S09736,2024-11-26,Automated Reminder,2024-11
S02194,2025-02-14,Automated Reminder,2025-02
S10661,2025-02-02,Automated Reminder,2025-02
S03585,2024-11-19,Teacher to Parent,2024-11
S08636,2025-01-11,Teacher to Parent,2025-01
S10788,2024-12-20,Teacher to Parent,2024-12
S05385,2024-11-27,Teacher to Parent,2024-11
S01453,2025-01-21,Automated Reminder,2025-01
S02306,2024-12-07,Parent to Teacher,2024-12
S08634,2025-01-26,Parent to Teacher,2025-01
S05281,2025-02-17,Automated Reminder,2025-02
S09821,2024-12-13,Parent to Teacher,2024-12
S02705,2025-03-06,Parent to Teacher,2025-03
S04026,2024-12-03,Parent to Teacher,2024-12
S06274,2025-01-28,Automated Reminder,2025-01
S01950,2024-10-21,Parent to Teacher,2024-10
S05403,2025-02-15,Parent to Teacher,2025-02
S08761,2024-11-23,Teacher to Parent,2024-11
S08334,2024-10-16,Automated Reminder,2024-10
S07144,2025-01-27,Automated Reminder,2025-01
S09108,2024-10-23,Teacher to Parent,2024-10
S03131,2024-12-13,Teacher to Parent,2024-12
S08863,2025-02-23,Teacher to Parent,2025-02
S09713,2025-01-30,Parent to Teacher,2025-01
S10522,2024-10-13,Parent to Teacher,2024-10
S10932,2024-09-14,Teacher to Parent,2024-09
S04567,2025-02-22,Parent to Teacher,2025-02
S04995,2024-12-31,Parent to Teacher,2024-12
S05587,2025-01-21,Parent to Teacher,2025-01
S11203,2025-02-06,Teacher to Parent,2025-02
S04771,2024-11-08,Parent to Teacher,2024-11
S09724,2025-02-09,Automated Reminder,2025-02
S11185,2024-12-21,Parent to Teacher,2024-12
S09350,2024-12-09,Teacher to Parent,2024-12
S07126,2025-01-24,Automated Reminder,2025-01
S03610,2025-02-13,Teacher to Parent,2025-02
S03240,2025-01-04,Automated Reminder,2025-01
S09084,2025-01-12,Teacher to Parent,2025-01
S09042,2024-09-16,Teacher to Parent,2024-09
S07204,2024-12-24,Parent to Teacher,2024-12
S03532,2024-10-25,Automated Reminder,2024-10
S10461,2024-12-26,Automated Reminder,2024-12
S05422,2024-10-16,Teacher to Parent,2024-10
S05100,2025-02-27,Automated Reminder,2025-02
S01337,2025-01-13,Teacher to Parent,2025-01
S08214,2024-11-29,Teacher to Parent,2024-11
S07651,2024-09-20,Teacher to Parent,2024-09
S08689,2025-01-16,Automated Reminder,2025-01
S05216,2025-03-08,Automated Reminder,2025-03
S06249,2024-12-24,Teacher to Parent,2024-12
S08285,2024-10-07,Automated Reminder,2024-10
S04356,2024-10-17,Automated Reminder,2024-10
S09744,2025-01-06,Parent to Teacher,2025-01
S07515,2025-02-18,Parent to Teacher,2025-02
S06843,2024-09-22,Parent to Teacher,2024-09
S03854,2025-01-01,Parent to Teacher,2025-01
S04382,2025-01-24,Parent to Teacher,2025-01
S09430,2025-02-20,Parent to Teacher,2025-02
S09869,2024-11-19,Parent to Teacher,2024-11
S09743,2024-11-24,Teacher to Parent,2024-11
S09975,2024-10-06,Teacher to Parent,2024-10
S09566,2024-11-15,Teacher to Parent,2024-11
S08362,2025-03-02,Teacher to Parent,2025-03
S07345,2025-01-17,Automated Reminder,2025-01
S11934,2025-01-03,Automated Reminder,2025-01
S04224,2024-12-26,Parent to Teacher,2024-12
S01635,2025-01-15,Automated Reminder,2025-01
S09789,2024-11-27,Automated Reminder,2024-11
S00357,2025-02-27,Teacher to Parent,2025-02
S05826,2024-11-10,Automated Reminder,2024-11
S01302,2024-12-07,Teacher to Parent,2024-12
S10213,2025-02-21,Automated Reminder,2025-02
S11036,2024-10-31,Parent to Teacher,2024-10
S09472,2024-12-31,Automated Reminder,2024-12
S10587,2024-11-29,Teacher to Parent,2024-11
S02682,2024-10-07,Automated Reminder,2024-10
S00441,2024-09-24,Parent to Teacher,2024-09
S05645,2025-03-05,Automated Reminder,2025-03
S02197,2024-11-12,Teacher to Parent,2024-11
S05991,2025-02-17,Teacher to Parent,2025-02
S04970,2025-01-19,Teacher to Parent,2025-01
S02079,2025-02-16,Parent to Teacher,2025-02
S01495,2025-01-25,Parent to Teacher,2025-01
